appointment_id,location_id,employee_id,client_id,child_id,notes,has_specific_employee,start_time,end_time
3702,1,17,577,577,I'm going to make him an offer he can't refuse.,false,2020-07-15 20:40:36 UTC,
1459,2,25,118,118,May the Force be with you.,false,2020-07-02 22:04:52 UTC,
115,3,30,1674,1674,I'm going to make him an offer he can't refuse.,true,2020-07-19 21:56:53 UTC,
882,1,11,1612,1612,Fasten your seatbelts. It's going to be a bumpy night.,false,2020-07-06 21:21:24 UTC,
3801,2,22,92,92,I'm going to make him an offer he can't refuse.,true,2020-07-05 19:41:16 UTC,
1057,3,32,1144,1144,I'm going to make him an offer he can't refuse.,false,2020-07-02 19:12:32 UTC,
3844,1,12,376,376,I'm going to make him an offer he can't refuse.,false,2020-07-01 19:06:54 UTC,
2694,2,29,1676,1676,"Frankly, my dear, I don’t give a damn.",false,2020-06-23 18:36:09 UTC,
3096,3,32,459,459,"Here's looking at you, kid.",true,2020-07-13 21:23:23 UTC,
2470,1,19,581,581,May the Force be with you.,true,2020-07-08 20:17:22 UTC,
2060,2,20,161,161,"Go ahead, make my day.",true,2020-06-26 21:57:15 UTC,
90,3,32,1024,1024,I'm going to make him an offer he can't refuse.,true,2020-06-25 17:22:02 UTC,
114,1,18,777,777,"Go ahead, make my day.",true,2020-07-07 20:48:43 UTC,
651,2,28,229,229,"Go ahead, make my day.",true,2020-06-29 22:29:54 UTC,
238,3,34,1304,1304,What we've got here is failure to communicate.,false,2020-06-27 19:16:07 UTC,
2247,1,18,194,194,I love the smell of napalm in the morning.,true,2020-06-25 21:47:55 UTC,
2540,2,24,956,956,You talking to me?,false,2020-07-18 17:40:32 UTC,
3161,3,36,357,357,What we've got here is failure to communicate.,false,2020-07-19 20:06:17 UTC,
516,1,19,36,36,What we've got here is failure to communicate.,true,2020-07-08 21:16:52 UTC,
4353,2,22,603,603,"Frankly, my dear, I don’t give a damn.",false,2020-07-02 21:20:43 UTC,
3145,3,35,1980,1980,"All right, Mr. DeMille, I'm ready for my closeup.",true,2020-06-24 20:45:37 UTC,
463,1,12,269,269,May the Force be with you.,true,2020-07-04 22:04:46 UTC,
4020,2,28,637,637,"Frankly, my dear, I don’t give a damn.",true,2020-07-16 20:42:59 UTC,
3959,3,38,79,79,I love the smell of napalm in the morning.,true,2020-07-05 22:27:49 UTC,
1536,1,16,1517,1517,May the Force be with you.,true,2020-06-30 17:59:39 UTC,
2084,2,27,1095,1095,What we've got here is failure to communicate.,false,2020-07-20 18:35:24 UTC,
2070,3,37,452,452,What we've got here is failure to communicate.,true,2020-07-06 17:59:19 UTC,
694,1,13,1217,1217,"Frankly, my dear, I don’t give a damn.",false,2020-07-01 22:22:29 UTC,
1410,2,23,440,440,What we've got here is failure to communicate.,false,2020-07-11 20:36:46 UTC,
2866,3,39,204,204,"All right, Mr. DeMille, I'm ready for my closeup.",true,2020-07-03 18:46:00 UTC,
179,1,13,1212,1212,I love the smell of napalm in the morning.,true,2020-07-01 19:17:50 UTC,
4419,2,21,1446,1446,"Frankly, my dear, I don’t give a damn.",true,2020-07-10 21:32:20 UTC,
1896,3,30,1419,1419,"Go ahead, make my day.",false,2020-07-03 22:20:38 UTC,
754,1,16,1686,1686,"All right, Mr. DeMille, I'm ready for my closeup.",true,2020-07-07 17:45:39 UTC,
3407,2,22,1055,1055,I'm going to make him an offer he can't refuse.,false,2020-07-05 17:55:56 UTC,
111,3,36,889,889,May the Force be with you.,true,2020-07-20 18:18:01 UTC,
3319,1,19,971,971,I love the smell of napalm in the morning.,false,2020-07-20 21:56:26 UTC,
1366,2,21,1955,1955,"Here's looking at you, kid.",true,2020-07-22 22:53:00 UTC,
1022,3,32,1502,1502,May the Force be with you.,true,2020-07-16 19:53:56 UTC,
1739,1,11,1554,1554,"Toto, I've got a feeling we're not in Kansas anymore.",true,2020-07-13 20:16:10 UTC,
2898,2,28,1531,1531,I love the smell of napalm in the morning.,false,2020-07-09 21:56:34 UTC,
3014,3,38,41,41,I'm going to make him an offer he can't refuse.,true,2020-06-30 22:08:50 UTC,
1278,1,17,374,374,"Frankly, my dear, I don’t give a damn.",true,2020-06-26 17:30:44 UTC,
4498,2,21,176,176,"Here's looking at you, kid.",false,2020-07-09 21:02:17 UTC,
1819,3,39,264,264,May the Force be with you.,false,2020-06-25 19:07:46 UTC,
903,1,17,120,120,"Go ahead, make my day.",false,2020-07-20 18:47:37 UTC,
1843,2,23,679,679,You talking to me?,true,2020-07-02 22:34:14 UTC,
1558,3,39,1303,1303,What we've got here is failure to communicate.,false,2020-06-30 19:16:06 UTC,
4325,1,10,1618,1618,I'm going to make him an offer he can't refuse.,true,2020-07-12 22:29:09 UTC,
1338,2,26,275,275,"Toto, I've got a feeling we're not in Kansas anymore.",false,2020-06-30 17:37:15 UTC,
815,3,38,1670,1670,"Here's looking at you, kid.",true,2020-07-16 21:22:02 UTC,
4217,1,17,193,193,You talking to me?,true,2020-07-21 20:04:26 UTC,
3507,2,24,1211,1211,"All right, Mr. DeMille, I'm ready for my closeup.",true,2020-07-02 21:54:36 UTC,
2567,3,36,379,379,You talking to me?,true,2020-07-22 22:45:58 UTC,
4009,1,10,159,159,I'm going to make him an offer he can't refuse.,true,2020-07-03 22:40:21 UTC,
666,2,22,1643,1643,I love the smell of napalm in the morning.,true,2020-07-13 21:45:08 UTC,
650,3,30,1384,1384,Fasten your seatbelts. It's going to be a bumpy night.,true,2020-06-26 19:40:32 UTC,
3860,1,13,1390,1390,"Toto, I've got a feeling we're not in Kansas anymore.",true,2020-07-09 18:14:46 UTC,
2254,2,20,613,613,Fasten your seatbelts. It's going to be a bumpy night.,true,2020-06-26 18:06:16 UTC,
1615,3,37,1482,1482,I love the smell of napalm in the morning.,true,2020-07-11 21:03:33 UTC,
4219,1,18,1123,1123,What we've got here is failure to communicate.,true,2020-06-24 21:08:49 UTC,
4504,2,27,1243,1243,You talking to me?,true,2020-07-01 20:21:55 UTC,
1257,3,39,814,814,"Here's looking at you, kid.",true,2020-07-01 19:14:05 UTC,
3007,1,19,1818,1818,Fasten your seatbelts. It's going to be a bumpy night.,true,2020-07-14 21:32:03 UTC,
44,2,21,154,154,May the Force be with you.,false,2020-07-17 21:48:40 UTC,
1411,3,37,173,173,"Here's looking at you, kid.",false,2020-07-13 22:37:14 UTC,
4815,1,12,950,950,"Toto, I've got a feeling we're not in Kansas anymore.",false,2020-07-22 17:59:54 UTC,
2188,2,27,1074,1074,Fasten your seatbelts. It's going to be a bumpy night.,false,2020-07-21 19:06:49 UTC,
2841,3,32,341,341,"Toto, I've got a feeling we're not in Kansas anymore.",false,2020-07-11 19:36:23 UTC,
625,1,10,317,317,I'm going to make him an offer he can't refuse.,false,2020-07-12 22:10:14 UTC,
4398,2,29,662,662,"Go ahead, make my day.",true,2020-07-05 18:57:38 UTC,
2999,3,39,1915,1915,"Toto, I've got a feeling we're not in Kansas anymore.",true,2020-07-02 18:44:31 UTC,
133,1,18,1652,1652,I love the smell of napalm in the morning.,true,2020-06-30 22:34:21 UTC,
2468,2,25,1932,1932,I love the smell of napalm in the morning.,true,2020-07-21 22:46:08 UTC,
2040,3,32,1530,1530,I'm going to make him an offer he can't refuse.,false,2020-07-18 17:27:08 UTC,
347,1,17,803,803,"Frankly, my dear, I don’t give a damn.",false,2020-06-28 22:34:07 UTC,
3438,2,21,1078,1078,May the Force be with you.,true,2020-07-07 20:14:32 UTC,
4271,3,39,1797,1797,You talking to me?,true,2020-07-16 20:24:27 UTC,
2149,1,18,1502,1502,May the Force be with you.,true,2020-06-29 19:33:04 UTC,
1393,2,22,292,292,"Here's looking at you, kid.",false,2020-06-29 20:14:18 UTC,
2318,3,36,1341,1341,What we've got here is failure to communicate.,true,2020-07-20 20:14:40 UTC,
4257,1,18,1852,1852,You talking to me?,false,2020-07-21 19:08:34 UTC,
826,2,26,1670,1670,"All right, Mr. DeMille, I'm ready for my closeup.",true,2020-06-23 19:30:07 UTC,
2289,3,30,1608,1608,"Toto, I've got a feeling we're not in Kansas anymore.",false,2020-06-25 19:55:58 UTC,
4270,1,19,765,765,"Go ahead, make my day.",false,2020-07-04 18:33:16 UTC,
2082,2,23,811,811,"All right, Mr. DeMille, I'm ready for my closeup.",false,2020-06-26 22:11:36 UTC,
2930,3,35,1312,1312,You talking to me?,true,2020-07-02 21:06:13 UTC,
532,1,12,302,302,"All right, Mr. DeMille, I'm ready for my closeup.",true,2020-07-12 18:36:13 UTC,
297,2,20,1288,1288,"Frankly, my dear, I don’t give a damn.",true,2020-07-01 18:20:09 UTC,
412,3,37,67,67,"Here's looking at you, kid.",false,2020-07-20 17:22:10 UTC,
4759,1,16,1634,1634,Fasten your seatbelts. It's going to be a bumpy night.,false,2020-07-11 18:59:30 UTC,
1452,2,28,559,559,I love the smell of napalm in the morning.,true,2020-07-17 20:59:28 UTC,
1056,3,33,1427,1427,I'm going to make him an offer he can't refuse.,false,2020-06-27 21:45:56 UTC,
1945,1,19,949,949,Fasten your seatbelts. It's going to be a bumpy night.,true,2020-07-17 22:48:19 UTC,
130,2,21,1974,1974,I'm going to make him an offer he can't refuse.,false,2020-06-24 18:16:50 UTC,
813,3,33,1545,1545,I'm going to make him an offer he can't refuse.,true,2020-06-30 22:07:14 UTC,
1893,1,13,1091,1091,May the Force be with you.,false,2020-06-24 20:54:26 UTC,
2699,2,21,20,20,I love the smell of napalm in the morning.,true,2020-07-04 22:11:18 UTC,
1807,3,35,1537,1537,You talking to me?,true,2020-07-06 20:30:52 UTC,
843,1,19,1050,1050,I love the smell of napalm in the morning.,true,2020-07-07 20:39:56 UTC,
716,2,23,401,401,"Go ahead, make my day.",false,2020-07-18 22:39:59 UTC,
2690,3,32,1182,1182,You talking to me?,true,2020-07-16 18:13:04 UTC,
864,1,17,570,570,"All right, Mr. DeMille, I'm ready for my closeup.",false,2020-07-08 21:40:10 UTC,
1766,2,25,865,865,I love the smell of napalm in the morning.,true,2020-07-10 21:27:34 UTC,
4886,3,32,1826,1826,You talking to me?,true,2020-07-16 20:30:14 UTC,
2161,1,15,1201,1201,May the Force be with you.,false,2020-07-21 21:29:58 UTC,
2155,2,24,1186,1186,"Go ahead, make my day.",true,2020-06-23 20:09:38 UTC,
1735,3,36,251,251,I'm going to make him an offer he can't refuse.,false,2020-07-01 20:51:55 UTC,
4266,1,13,1261,1261,What we've got here is failure to communicate.,false,2020-07-22 18:10:23 UTC,
4878,2,24,809,809,What we've got here is failure to communicate.,false,2020-06-30 20:51:32 UTC,
1346,3,34,275,275,"Toto, I've got a feeling we're not in Kansas anymore.",false,2020-07-06 17:02:31 UTC,
1307,1,10,464,464,I'm going to make him an offer he can't refuse.,true,2020-07-09 22:58:56 UTC,
4817,2,26,1298,1298,"All right, Mr. DeMille, I'm ready for my closeup.",true,2020-06-28 22:56:56 UTC,
4621,3,35,110,110,"All right, Mr. DeMille, I'm ready for my closeup.",false,2020-07-09 20:25:44 UTC,
333,1,11,268,268,Fasten your seatbelts. It's going to be a bumpy night.,true,2020-07-11 20:19:35 UTC,
3377,2,28,874,874,"Go ahead, make my day.",false,2020-07-03 22:28:15 UTC,
4191,3,37,24,24,I love the smell of napalm in the morning.,false,2020-07-07 18:29:40 UTC,
3970,1,10,1443,1443,I love the smell of napalm in the morning.,true,2020-07-08 17:27:31 UTC,
700,2,20,1761,1761,"All right, Mr. DeMille, I'm ready for my closeup.",false,2020-07-17 18:11:20 UTC,
1975,3,38,914,914,"All right, Mr. DeMille, I'm ready for my closeup.",true,2020-07-16 21:58:05 UTC,
293,1,11,1741,1741,"All right, Mr. DeMille, I'm ready for my closeup.",false,2020-06-25 17:04:55 UTC,
2512,2,26,1770,1770,"All right, Mr. DeMille, I'm ready for my closeup.",true,2020-06-30 18:26:15 UTC,
3194,3,37,1926,1926,"All right, Mr. DeMille, I'm ready for my closeup.",false,2020-07-20 17:26:43 UTC,
3309,1,14,530,530,I'm going to make him an offer he can't refuse.,false,2020-07-22 21:09:31 UTC,
4663,2,22,102,102,I love the smell of napalm in the morning.,true,2020-07-09 18:18:24 UTC,
1188,3,33,1531,1531,I'm going to make him an offer he can't refuse.,true,2020-07-13 21:54:44 UTC,
4252,1,18,1059,1059,Fasten your seatbelts. It's going to be a bumpy night.,true,2020-07-01 19:40:22 UTC,
4541,2,21,234,234,You talking to me?,false,2020-07-07 22:15:45 UTC,
2757,3,31,1251,1251,May the Force be with you.,true,2020-06-24 17:07:53 UTC,
631,1,11,674,674,What we've got here is failure to communicate.,false,2020-06-26 21:18:01 UTC,
2437,2,22,1924,1924,You talking to me?,false,2020-07-12 22:56:45 UTC,
1451,3,36,1091,1091,"All right, Mr. DeMille, I'm ready for my closeup.",true,2020-07-21 17:46:26 UTC,
4752,1,13,744,744,What we've got here is failure to communicate.,true,2020-07-10 21:27:41 UTC,
1665,2,26,158,158,You talking to me?,true,2020-07-08 22:09:46 UTC,
77,3,38,839,839,May the Force be with you.,false,2020-07-08 22:26:43 UTC,
3132,1,14,1096,1096,You talking to me?,false,2020-07-04 17:45:26 UTC,
4461,2,27,1760,1760,"Here's looking at you, kid.",false,2020-07-15 20:10:31 UTC,
24,3,38,368,368,Fasten your seatbelts. It's going to be a bumpy night.,false,2020-07-15 19:38:30 UTC,
1309,1,15,894,894,"Toto, I've got a feeling we're not in Kansas anymore.",false,2020-07-11 20:41:04 UTC,
907,2,22,788,788,"All right, Mr. DeMille, I'm ready for my closeup.",false,2020-06-28 18:24:55 UTC,
4566,3,38,768,768,Fasten your seatbelts. It's going to be a bumpy night.,false,2020-07-17 21:14:53 UTC,
2761,1,19,254,254,"Toto, I've got a feeling we're not in Kansas anymore.",true,2020-07-21 21:47:12 UTC,
283,2,22,1689,1689,"Here's looking at you, kid.",true,2020-07-18 22:47:24 UTC,
348,3,39,1500,1500,May the Force be with you.,true,2020-06-23 18:48:02 UTC,
3029,1,12,835,835,"Toto, I've got a feeling we're not in Kansas anymore.",false,2020-07-22 22:37:44 UTC,
4156,2,27,875,875,I'm going to make him an offer he can't refuse.,false,2020-06-26 20:11:52 UTC,
2404,3,37,1216,1216,You talking to me?,true,2020-07-11 17:40:39 UTC,
3032,1,19,713,713,May the Force be with you.,true,2020-07-10 21:50:15 UTC,
4550,2,20,299,299,Fasten your seatbelts. It's going to be a bumpy night.,true,2020-07-11 19:43:46 UTC,
2403,3,36,1492,1492,"Go ahead, make my day.",true,2020-07-17 17:23:24 UTC,
2833,1,17,1758,1758,You talking to me?,true,2020-07-06 19:28:51 UTC,
4129,2,21,1600,1600,"Frankly, my dear, I don’t give a damn.",false,2020-07-12 18:04:26 UTC,
1148,3,31,1134,1134,Fasten your seatbelts. It's going to be a bumpy night.,false,2020-07-04 18:59:06 UTC,
2952,1,19,327,327,"Here's looking at you, kid.",false,2020-07-16 22:40:07 UTC,
3164,2,21,1702,1702,"Here's looking at you, kid.",true,2020-07-17 21:50:49 UTC,
307,3,33,1634,1634,May the Force be with you.,true,2020-06-30 17:40:09 UTC,
4600,1,10,1243,1243,What we've got here is failure to communicate.,true,2020-07-12 17:02:56 UTC,
4001,2,26,1281,1281,Fasten your seatbelts. It's going to be a bumpy night.,true,2020-07-01 18:07:04 UTC,
2553,3,36,749,749,Fasten your seatbelts. It's going to be a bumpy night.,false,2020-07-07 22:56:52 UTC,
883,1,16,1728,1728,"Go ahead, make my day.",false,2020-07-07 20:23:58 UTC,
3653,2,29,1329,1329,"Toto, I've got a feeling we're not in Kansas anymore.",false,2020-07-01 20:32:41 UTC,
2307,3,35,858,858,I'm going to make him an offer he can't refuse.,true,2020-06-23 17:23:38 UTC,
2023,1,17,1848,1848,"All right, Mr. DeMille, I'm ready for my closeup.",true,2020-07-05 21:26:28 UTC,
3966,2,27,436,436,"Toto, I've got a feeling we're not in Kansas anymore.",false,2020-07-15 22:17:04 UTC,
2047,3,38,1366,1366,"All right, Mr. DeMille, I'm ready for my closeup.",true,2020-06-27 18:28:07 UTC,
2219,1,11,749,749,I'm going to make him an offer he can't refuse.,true,2020-07-21 20:24:38 UTC,
2651,2,26,641,641,"Here's looking at you, kid.",true,2020-07-18 22:18:39 UTC,
3561,3,31,1693,1693,What we've got here is failure to communicate.,false,2020-07-14 18:06:08 UTC,
2641,1,18,1486,1486,"Toto, I've got a feeling we're not in Kansas anymore.",false,2020-06-27 22:55:44 UTC,
4362,2,26,1952,1952,What we've got here is failure to communicate.,true,2020-07-06 18:16:58 UTC,
2480,3,32,273,273,"All right, Mr. DeMille, I'm ready for my closeup.",true,2020-07-08 18:28:19 UTC,
4007,1,19,367,367,"All right, Mr. DeMille, I'm ready for my closeup.",true,2020-07-13 17:42:51 UTC,
4813,2,28,198,198,"Here's looking at you, kid.",false,2020-07-05 17:28:05 UTC,
4081,3,31,226,226,What we've got here is failure to communicate.,true,2020-07-03 18:52:59 UTC,
441,1,10,1984,1984,"Frankly, my dear, I don’t give a damn.",true,2020-06-27 19:04:29 UTC,
494,2,23,53,53,"All right, Mr. DeMille, I'm ready for my closeup.",false,2020-07-02 22:33:23 UTC,
3861,3,36,849,849,"Go ahead, make my day.",false,2020-07-03 18:37:36 UTC,
3997,1,13,1441,1441,I'm going to make him an offer he can't refuse.,false,2020-07-21 18:15:58 UTC,
1107,2,22,1304,1304,"Go ahead, make my day.",false,2020-06-25 17:47:27 UTC,
3085,3,38,247,247,May the Force be with you.,true,2020-06-23 20:21:06 UTC,
3421,1,18,797,797,"Here's looking at you, kid.",true,2020-07-04 22:24:53 UTC,
3787,2,29,1551,1551,Fasten your seatbelts. It's going to be a bumpy night.,false,2020-07-16 22:17:01 UTC,
1163,3,35,672,672,I'm going to make him an offer he can't refuse.,false,2020-07-02 19:14:45 UTC,
106,1,19,1424,1424,Fasten your seatbelts. It's going to be a bumpy night.,false,2020-07-07 22:59:49 UTC,
3330,2,20,1171,1171,What we've got here is failure to communicate.,false,2020-07-21 17:42:44 UTC,
4285,3,33,44,44,I'm going to make him an offer he can't refuse.,true,2020-07-08 18:51:50 UTC,
1584,1,13,1881,1881,I love the smell of napalm in the morning.,false,2020-06-23 22:00:56 UTC,
1566,2,27,1503,1503,You talking to me?,true,2020-07-12 22:48:13 UTC,
2288,3,38,911,911,"All right, Mr. DeMille, I'm ready for my closeup.",false,2020-07-13 17:00:52 UTC,
4150,1,15,1954,1954,I love the smell of napalm in the morning.,true,2020-06-30 21:04:40 UTC,
1874,2,20,1251,1251,You talking to me?,true,2020-06-23 18:36:02 UTC,
2473,3,32,177,177,I'm going to make him an offer he can't refuse.,false,2020-06-28 18:34:11 UTC,
1593,1,14,511,511,What we've got here is failure to communicate.,false,2020-07-03 17:38:11 UTC,
2529,2,26,1883,1883,"Frankly, my dear, I don’t give a damn.",false,2020-07-06 18:28:15 UTC,
4228,3,37,997,997,"All right, Mr. DeMille, I'm ready for my closeup.",true,2020-06-29 18:42:49 UTC,
3360,1,11,1081,1081,"All right, Mr. DeMille, I'm ready for my closeup.",true,2020-07-21 17:56:03 UTC,
4567,2,24,826,826,"Go ahead, make my day.",false,2020-07-16 20:17:16 UTC,
763,3,31,324,324,You talking to me?,true,2020-07-04 17:25:26 UTC,
3556,1,15,1942,1942,I love the smell of napalm in the morning.,false,2020-06-24 20:32:50 UTC,
2598,2,20,1512,1512,Fasten your seatbelts. It's going to be a bumpy night.,true,2020-07-22 18:23:13 UTC,
3713,3,35,70,70,You talking to me?,true,2020-06-24 19:56:30 UTC,
2883,1,11,1060,1060,"All right, Mr. DeMille, I'm ready for my closeup.",false,2020-07-09 22:04:02 UTC,
3979,2,22,708,708,"All right, Mr. DeMille, I'm ready for my closeup.",false,2020-07-05 20:15:48 UTC,
4972,3,38,710,710,Fasten your seatbelts. It's going to be a bumpy night.,true,2020-07-17 21:37:30 UTC,
736,1,14,351,351,"Frankly, my dear, I don’t give a damn.",true,2020-07-19 22:52:53 UTC,
2010,2,24,878,878,"Go ahead, make my day.",false,2020-07-18 18:29:00 UTC,
1701,3,35,246,246,"Frankly, my dear, I don’t give a damn.",false,2020-07-07 17:09:10 UTC,
986,1,14,412,412,"Here's looking at you, kid.",true,2020-06-24 22:04:16 UTC,
4873,2,23,1060,1060,I'm going to make him an offer he can't refuse.,false,2020-07-10 22:38:57 UTC,
1524,3,31,1750,1750,"Go ahead, make my day.",true,2020-07-06 17:18:18 UTC,
703,1,17,613,613,I'm going to make him an offer he can't refuse.,false,2020-07-15 18:49:04 UTC,
1912,2,20,1469,1469,"All right, Mr. DeMille, I'm ready for my closeup.",true,2020-06-29 17:06:01 UTC,
1215,3,31,396,396,"All right, Mr. DeMille, I'm ready for my closeup.",false,2020-07-11 20:06:48 UTC,
2656,1,18,1276,1276,I'm going to make him an offer he can't refuse.,false,2020-06-30 21:00:31 UTC,
3292,2,24,2005,2005,"Go ahead, make my day.",true,2020-07-01 18:49:24 UTC,
3009,3,37,1011,1011,Fasten your seatbelts. It's going to be a bumpy night.,false,2020-07-02 22:17:49 UTC,
4809,1,15,12,12,May the Force be with you.,true,2020-07-01 21:04:24 UTC,
3372,2,21,712,712,"Frankly, my dear, I don’t give a damn.",false,2020-07-12 20:40:19 UTC,
4013,3,32,646,646,"Frankly, my dear, I don’t give a damn.",true,2020-07-21 21:43:57 UTC,
4344,1,15,1627,1627,"Here's looking at you, kid.",false,2020-06-30 18:26:09 UTC,
2788,2,27,30,30,May the Force be with you.,false,2020-07-04 18:54:51 UTC,
315,3,31,1829,1829,What we've got here is failure to communicate.,false,2020-06-24 18:08:26 UTC,
605,1,19,662,662,"Go ahead, make my day.",false,2020-07-06 20:27:10 UTC,
970,2,22,1210,1210,What we've got here is failure to communicate.,false,2020-07-21 19:08:04 UTC,
1658,3,31,1897,1897,I'm going to make him an offer he can't refuse.,true,2020-07-12 19:16:33 UTC,
228,1,10,1478,1478,"Here's looking at you, kid.",true,2020-07-09 22:57:51 UTC,
2414,2,29,922,922,"Here's looking at you, kid.",true,2020-06-26 17:54:19 UTC,
243,3,37,1914,1914,"Toto, I've got a feeling we're not in Kansas anymore.",true,2020-07-19 22:30:36 UTC,
655,1,19,1935,1935,I love the smell of napalm in the morning.,true,2020-06-23 18:57:06 UTC,
1344,2,23,1575,1575,What we've got here is failure to communicate.,false,2020-07-14 17:04:58 UTC,
2333,3,38,1275,1275,What we've got here is failure to communicate.,false,2020-07-18 21:59:49 UTC,
1269,1,16,203,203,You talking to me?,true,2020-07-16 18:15:05 UTC,
972,2,29,905,905,"Frankly, my dear, I don’t give a damn.",true,2020-07-19 22:06:56 UTC,
2896,3,37,1796,1796,"Frankly, my dear, I don’t give a damn.",false,2020-06-26 19:34:26 UTC,
3149,1,15,274,274,"All right, Mr. DeMille, I'm ready for my closeup.",false,2020-07-21 21:27:55 UTC,
2575,2,20,446,446,I love the smell of napalm in the morning.,true,2020-07-21 21:11:37 UTC,
4579,3,31,645,645,Fasten your seatbelts. It's going to be a bumpy night.,true,2020-06-23 22:55:07 UTC,
752,1,11,716,716,"Toto, I've got a feeling we're not in Kansas anymore.",false,2020-07-08 17:34:47 UTC,
3808,2,27,1344,1344,"Frankly, my dear, I don’t give a damn.",true,2020-07-14 21:44:34 UTC,
1402,3,39,1935,1935,"All right, Mr. DeMille, I'm ready for my closeup.",false,2020-07-06 20:35:44 UTC,
2739,1,17,180,180,"Here's looking at you, kid.",false,2020-07-20 17:37:22 UTC,
3063,2,25,1472,1472,"Here's looking at you, kid.",true,2020-06-29 22:35:59 UTC,
3697,3,35,1206,1206,"Frankly, my dear, I don’t give a damn.",false,2020-07-05 22:37:54 UTC,
335,1,16,1602,1602,What we've got here is failure to communicate.,true,2020-07-21 18:22:48 UTC,
3803,2,20,424,424,"Toto, I've got a feeling we're not in Kansas anymore.",true,2020-07-02 18:53:05 UTC,
2775,3,34,1642,1642,What we've got here is failure to communicate.,true,2020-07-03 22:20:21 UTC,
3988,1,15,1598,1598,"Frankly, my dear, I don’t give a damn.",false,2020-07-02 18:50:58 UTC,
138,2,23,1689,1689,What we've got here is failure to communicate.,true,2020-06-28 19:44:10 UTC,
2645,3,30,204,204,I love the smell of napalm in the morning.,false,2020-07-18 22:42:22 UTC,
4041,1,19,450,450,I love the smell of napalm in the morning.,true,2020-07-14 22:32:57 UTC,
1731,2,25,1876,1876,"Toto, I've got a feeling we're not in Kansas anymore.",false,2020-07-07 19:33:29 UTC,
485,3,37,416,416,"Here's looking at you, kid.",false,2020-07-02 19:41:53 UTC,
3934,1,15,323,323,"Go ahead, make my day.",true,2020-07-16 22:07:47 UTC,
1614,2,20,268,268,"Here's looking at you, kid.",true,2020-07-13 20:28:05 UTC,
1259,3,35,1027,1027,Fasten your seatbelts. It's going to be a bumpy night.,true,2020-07-11 22:29:40 UTC,
4547,1,16,1196,1196,I love the smell of napalm in the morning.,true,2020-07-15 18:24:56 UTC,
1399,2,22,376,376,"Frankly, my dear, I don’t give a damn.",false,2020-06-25 17:31:05 UTC,
3058,3,38,692,692,"Frankly, my dear, I don’t give a damn.",true,2020-06-30 20:55:00 UTC,
2928,1,16,1637,1637,You talking to me?,true,2020-07-15 18:15:42 UTC,
871,2,25,1042,1042,You talking to me?,false,2020-06-27 21:11:45 UTC,
4189,3,30,1387,1387,"Toto, I've got a feeling we're not in Kansas anymore.",true,2020-07-15 18:12:28 UTC,
1431,1,12,1364,1364,You talking to me?,true,2020-07-06 17:22:42 UTC,
3436,2,24,1091,1091,May the Force be with you.,true,2020-07-04 19:51:32 UTC,
4259,3,38,304,304,"Frankly, my dear, I don’t give a damn.",true,2020-07-19 21:35:05 UTC,
1741,1,12,1906,1906,I'm going to make him an offer he can't refuse.,true,2020-07-15 18:13:46 UTC,
4883,2,20,1741,1741,"Here's looking at you, kid.",false,2020-07-21 18:38:38 UTC,
1190,3,30,712,712,"All right, Mr. DeMille, I'm ready for my closeup.",false,2020-07-03 20:46:28 UTC,
2291,1,15,925,925,"Frankly, my dear, I don’t give a damn.",true,2020-07-05 20:24:18 UTC,
1688,2,27,1086,1086,I'm going to make him an offer he can't refuse.,false,2020-07-21 17:06:45 UTC,
553,3,36,1572,1572,What we've got here is failure to communicate.,false,2020-07-03 20:58:57 UTC,
1534,1,16,757,757,May the Force be with you.,true,2020-07-12 18:40:58 UTC,
1142,2,25,1681,1681,I love the smell of napalm in the morning.,false,2020-07-22 19:21:35 UTC,
900,3,32,100,100,You talking to me?,true,2020-07-01 17:45:08 UTC,
3487,1,17,1430,1430,"Frankly, my dear, I don’t give a damn.",true,2020-06-28 19:59:36 UTC,
3641,2,29,125,125,"Go ahead, make my day.",false,2020-07-14 21:31:01 UTC,
3354,3,35,846,846,I'm going to make him an offer he can't refuse.,false,2020-06-30 22:58:40 UTC,
3508,1,13,1430,1430,May the Force be with you.,true,2020-07-04 18:46:45 UTC,
3457,2,25,836,836,"All right, Mr. DeMille, I'm ready for my closeup.",false,2020-06-24 19:27:24 UTC,
1254,3,31,376,376,Fasten your seatbelts. It's going to be a bumpy night.,true,2020-06-24 18:04:06 UTC,
135,1,14,1909,1909,Fasten your seatbelts. It's going to be a bumpy night.,false,2020-07-01 19:57:19 UTC,
1960,2,25,236,236,I'm going to make him an offer he can't refuse.,false,2020-06-25 20:39:19 UTC,
2399,3,32,1835,1835,Fasten your seatbelts. It's going to be a bumpy night.,false,2020-07-08 21:15:14 UTC,
4734,1,18,260,260,"All right, Mr. DeMille, I'm ready for my closeup.",false,2020-07-01 18:34:15 UTC,
4250,2,29,1084,1084,May the Force be with you.,false,2020-07-11 18:06:19 UTC,
3172,3,31,761,761,You talking to me?,true,2020-07-12 20:31:46 UTC,
2192,1,12,1029,1029,"Go ahead, make my day.",true,2020-07-20 18:03:33 UTC,
4939,2,24,223,223,What we've got here is failure to communicate.,false,2020-07-01 21:37:22 UTC,
4334,3,34,1051,1051,"Go ahead, make my day.",false,2020-06-29 19:29:27 UTC,
