appointment_id,service_id,price,duration
47,3,40.37,38
1107,6,35.79,84
1601,4,96.09,72
1982,5,78.92,68
1910,1,47.19,68
1697,4,36.58,31
1088,7,29.37,57
143,3,94.01,48
1909,7,30.05,50
308,6,70.24,75
889,5,39.0,74
1090,7,16.89,61
286,6,75.37,26
1353,2,78.38,56
1477,4,7.68,43
357,1,51.47,81
362,7,32.27,64
1984,3,34.19,25
277,5,94.29,72
915,3,52.13,83
665,5,0.87,72
1282,6,87.97,41
1185,4,15.32,52
1433,5,12.78,49
1775,5,53.72,77
1122,4,19.73,87
1641,2,63.0,90
1021,1,57.31,81
1462,5,13.8,85
1152,4,76.26,59
824,5,92.38,76
1776,4,41.56,74
1413,2,78.2,54
800,3,8.39,62
651,7,97.75,67
319,5,1.91,40
805,2,45.82,71
1308,7,99.95,76
1136,7,94.51,33
1546,5,95.62,53
1743,7,94.62,21
371,3,34.56,72
525,3,49.52,45
1258,6,40.32,80
1573,5,71.68,64
1744,5,30.84,37
1738,3,90.14,31
184,5,66.91,24
1923,2,14.08,57
1063,1,51.73,83
834,4,1.59,32
1506,6,36.99,90
1538,3,9.33,80
716,5,92.06,24
241,6,63.33,49
704,3,44.4,55
1159,3,2.39,29
1893,7,40.04,46
692,5,2.61,42
1692,6,69.77,88
422,5,41.95,18
1435,1,21.65,85
1647,2,26.7,33
305,7,88.31,83
45,1,81.52,64
1205,1,88.8,28
516,4,23.12,80
1472,2,87.4,16
82,6,55.92,60
1724,3,72.14,51
1716,6,92.08,16
491,3,48.41,76
190,2,18.58,61
1311,4,57.47,17
1263,3,50.72,29
1623,5,16.99,45
1974,7,30.28,59
677,3,42.95,49
859,6,49.51,75
1240,6,21.6,31
108,3,15.02,21
611,5,92.52,15
1494,3,49.68,62
793,1,60.1,28
899,3,55.02,25
911,7,9.55,19
206,5,8.57,68
1,2,31.89,56
827,3,32.15,89
1276,1,53.75,67
901,6,23.06,77
1717,2,14.15,76
247,4,63.57,35
996,3,61.06,36
26,2,48.29,24
1897,7,19.21,81
1676,6,92.1,89
1613,5,70.87,57
925,1,9.82,35
710,5,93.18,25
1467,7,29.6,69
1674,5,76.9,44
1759,2,45.53,64
933,6,59.5,30
1986,2,53.17,51
1336,7,8.66,84
1894,7,71.73,81
1848,1,97.21,75
280,6,21.57,17
1154,5,27.07,65
763,6,64.94,55
5,5,77.81,18
1117,3,6.79,21
1008,6,13.0,63
831,5,44.7,72
349,3,94.65,54
1842,4,6.02,89
702,3,16.01,51
435,2,70.36,81
618,5,10.49,89
1677,4,46.95,34
1769,6,52.53,57
556,3,13.82,33
865,7,18.56,84
1019,5,25.94,71
1215,5,2.79,22
382,7,40.35,54
995,4,40.97,42
1428,1,68.54,27
1374,6,28.64,49
1064,1,33.98,44
445,2,92.05,62
1444,7,80.29,83
846,2,30.27,54
986,6,61.48,19
1455,6,63.54,63
1882,7,38.31,39
1949,7,13.22,64
569,6,32.88,78
1971,3,89.58,49
1095,7,15.21,36
1202,5,72.98,57
829,5,91.28,27
1067,2,9.05,52
560,5,48.36,82
1184,4,31.26,53
1927,3,90.6,54
1410,3,86.65,75
1441,3,80.36,20
4,5,1.12,52
295,4,31.92,71
1284,7,98.41,20
1860,1,4.21,47
1654,3,92.23,48
797,4,13.32,44
1936,4,86.72,15
1908,7,4.44,64
970,4,19.8,63
485,5,19.08,56
1285,5,86.85,74
1111,4,89.19,74
1739,2,95.72,78
1826,1,94.8,81
564,1,51.05,77
437,1,69.45,50
476,4,70.97,81
620,2,10.68,61
254,3,83.98,24
758,1,78.19,72
748,7,21.66,15
1331,6,27.32,33
1929,5,75.31,57
662,1,53.01,23
274,3,32.84,15
79,7,42.45,23
162,1,7.65,45
449,4,96.78,46
443,3,32.49,52
1856,5,96.6,53
965,6,54.44,66
1772,4,53.45,35
1646,3,88.74,20
1559,3,65.83,67
126,2,28.54,16
633,1,47.69,21
123,1,47.5,30
628,6,29.27,85
343,7,23.51,42
741,3,18.72,38
267,1,8.0,21
1532,1,64.92,29
1155,7,86.42,25
649,3,54.52,72
1337,1,76.52,80
1340,7,67.54,17
1611,6,14.15,71
1319,1,13.74,67
28,5,20.69,52
1367,3,82.13,29
1001,5,32.48,79
1283,6,5.3,57
913,5,35.66,39
770,7,50.65,34
151,6,28.13,74
814,5,24.39,73
188,3,70.08,64
684,1,91.71,49
1465,1,48.52,75
291,1,43.63,52
1508,7,97.8,40
874,5,36.25,55
1723,1,79.49,16
157,7,33.1,67
634,3,87.49,58
962,4,94.25,77
176,3,66.27,79
1663,3,93.36,54
482,5,80.43,88
197,4,27.26,84
1999,6,41.19,30
1764,4,41.29,51
315,6,74.32,39
27,3,78.88,62
787,4,69.28,63
455,2,51.47,46
1872,5,52.3,41
390,1,7.75,79
235,2,91.84,82
1684,7,60.04,87
1774,1,78.6,90
137,5,48.94,72
53,1,8.41,49
1614,5,96.94,45
1668,4,21.07,76
1066,7,50.9,39
1662,4,24.12,60
1960,6,71.89,69
1777,5,26.81,54
745,2,73.54,67
1605,4,71.63,25
784,7,86.8,88
109,7,53.88,78
1990,6,18.04,63
1855,5,19.13,43
1144,5,7.62,89
1656,6,2.76,60
1416,4,63.22,70
871,6,14.81,37
752,7,62.47,39
1440,5,75.37,33
1360,5,62.75,71
37,5,93.07,74
1160,2,77.91,45
77,3,22.66,23
1935,1,8.88,19
586,2,90.23,54
1849,2,8.41,19
1043,6,3.95,68
1273,1,25.25,49
1048,5,25.22,35
1597,7,40.64,44
436,5,8.87,18
49,4,13.98,35
1609,6,60.47,46
240,7,89.18,16
1650,1,45.15,17
1038,1,49.48,32
1417,2,90.75,20
902,1,45.41,57
1947,1,45.15,23
1317,6,59.14,55
1129,4,39.73,25
528,3,29.32,52
1754,7,32.91,39
457,4,4.3,81
1302,3,56.46,71
626,4,13.15,60
1377,4,98.6,61
1733,6,14.73,27
1357,2,50.57,25
722,7,24.84,72
1449,1,71.61,18
575,3,58.21,76
265,1,45.15,59
180,5,96.11,22
1756,4,65.44,86
1900,7,81.91,67
1315,2,3.55,47
8,3,45.77,81
1812,6,11.57,86
1438,7,78.58,66
780,1,61.47,43
841,7,76.56,73
471,6,66.57,64
1498,6,23.09,28
486,6,21.47,16
1615,4,84.53,37
1361,2,1.95,50
300,1,94.47,77
1096,7,97.58,18
210,2,99.96,76
10,7,5.89,65
1530,6,8.84,18
555,4,72.7,83
1643,1,35.13,71
494,1,41.92,52
1450,1,61.09,17
1847,4,18.28,59
1041,3,84.56,21
991,2,85.27,83
1034,3,77.11,34
512,1,53.56,51
425,2,86.11,53
609,7,47.39,69
1406,4,86.01,19
947,1,22.91,41
1645,4,17.09,67
1675,3,37.15,33
242,3,6.04,83
198,3,0.74,83
598,5,28.44,79
790,2,21.21,35
1502,6,99.88,73
1146,7,5.24,25
1959,6,62.36,55
1354,6,44.2,68
1332,7,12.78,80
1571,4,42.56,42
201,4,92.89,85
679,6,57.15,22
1172,6,28.6,24
177,7,38.26,20
1722,2,3.24,53
1784,2,48.27,87
1869,2,94.26,19
262,4,87.09,60
448,7,23.15,31
1304,4,90.41,48
1237,3,56.94,88
1708,3,76.02,19
636,2,43.61,71
426,7,65.75,48
193,3,44.63,40
1009,6,78.95,63
276,5,5.26,21
431,1,78.74,22
1170,4,71.83,51
1143,3,99.23,53
515,5,43.26,40
813,6,5.78,49
1669,1,64.23,37
635,4,3.63,81
3,1,77.16,60
257,3,96.74,42
1061,7,98.95,33
434,3,9.19,76
1928,4,50.17,73
9,2,15.12,29
830,1,30.19,76
546,5,67.42,74
1794,5,86.0,65
801,7,23.75,86
1293,4,3.57,54
410,4,62.48,30
387,6,34.23,79
1386,1,20.85,38
1476,2,1.22,18
23,6,41.15,63
1688,3,43.25,62
1958,1,90.64,27
1696,5,89.78,53
783,6,98.29,49
209,7,75.05,64
732,2,42.47,82
1854,5,67.06,26
1792,4,40.01,24
916,3,10.78,74
1790,1,12.52,36
493,2,34.69,78
779,2,79.26,29
657,7,73.12,38
687,6,49.74,56
467,5,73.75,47
116,5,24.31,82
781,2,87.94,31
1344,4,51.4,52
1087,2,88.4,80
203,6,41.41,20
1657,4,89.56,23
1814,3,7.28,74
1459,2,25.68,52
1055,1,99.93,78
249,1,26.71,90
1638,7,90.65,56
1355,5,42.57,39
318,5,80.83,48
211,5,97.54,59
1268,6,40.78,23
851,6,59.21,42
342,4,43.95,56
48,7,88.93,77
888,6,14.14,45
1105,7,58.04,26
301,5,40.41,66
205,7,93.41,53
1393,3,85.44,24
744,7,39.05,66
1149,7,81.86,41
1830,7,72.06,34
1904,6,2.75,31
1138,7,22.24,71
816,3,8.43,74
237,7,52.06,84
864,7,59.74,29
1027,7,4.18,78
174,3,45.5,34
1588,6,76.52,84
1858,7,96.59,17
912,4,66.63,68
799,7,6.52,65
535,1,94.99,55
160,7,19.62,82
984,1,5.75,33
1181,2,5.24,63
1608,2,24.69,27
1801,4,15.44,81
629,1,86.95,53
61,7,65.15,37
672,3,30.38,83
1130,6,74.14,46
1640,7,29.59,58
93,5,47.56,28
1992,7,33.88,31
1488,2,36.09,18
1797,6,30.1,57
292,6,27.67,34
640,3,83.89,66
1873,4,24.73,16
1454,2,34.03,24
465,4,3.24,87
676,3,66.08,81
743,6,52.72,18
1994,6,67.01,28
810,4,82.43,29
51,3,68.32,90
773,6,16.14,49
1113,1,31.58,76
163,3,9.82,81
944,7,28.74,40
1510,4,72.26,51
842,6,34.87,35
1751,5,3.8,54
581,3,19.72,89
1808,7,1.54,38
1278,7,88.46,29
466,7,23.93,79
939,3,9.17,22
587,6,87.55,58
642,1,7.83,65
359,3,72.03,45
992,6,76.84,90
946,3,58.99,66
13,3,61.66,48
114,1,2.64,52
1369,5,64.4,29
1492,5,61.97,15
1598,1,53.73,40
1831,2,51.94,74
339,6,24.86,43
958,5,81.8,79
1265,2,92.41,78
1173,2,75.97,59
1824,6,65.83,26
713,5,40.78,35
1451,7,4.41,83
1989,6,8.19,65
146,7,84.63,70
955,1,97.24,88
577,7,16.72,69
582,7,53.75,58
1005,2,56.24,63
1995,1,32.73,62
768,2,63.42,47
1414,5,53.3,43
246,2,72.95,84
1381,2,52.17,26
1660,1,27.34,62
282,4,35.56,51
526,7,3.87,89
444,2,55.05,50
1110,6,44.09,73
1186,3,42.57,50
1809,2,63.98,83
255,2,53.15,77
1312,7,36.18,62
474,7,26.4,46
591,1,66.88,54
809,5,64.09,67
1925,2,44.8,17
399,5,21.02,34
1333,7,74.57,90
839,2,60.56,28
1987,5,38.4,87
1077,6,59.5,18
1967,3,77.64,86
1709,6,10.15,27
686,4,3.6,59
1586,6,66.56,75
1326,7,81.54,69
931,2,90.74,78
1068,5,76.78,20
1698,5,0.13,49
988,2,31.95,27
948,4,22.99,61
1118,5,51.44,17
1082,4,52.03,86
423,5,5.92,82
1778,6,22.92,82
718,5,39.47,67
107,3,8.29,17
164,4,21.55,56
1783,2,53.9,56
171,5,24.38,22
355,2,53.13,58
1056,4,49.97,25
791,2,4.44,57
527,6,88.84,88
675,5,97.22,50
896,3,50.5,63
1913,3,14.39,36
1930,4,49.5,81
1890,7,80.14,83
1262,1,92.89,64
1207,4,12.31,17
1426,7,97.22,86
1092,1,10.93,20
1316,6,71.41,40
1771,6,69.66,65
78,2,9.23,39
347,1,76.1,28
1791,7,58.59,32
1706,3,97.53,66
400,1,9.18,88
442,3,48.47,31
975,3,71.4,70
959,2,74.35,48
893,2,69.84,82
490,2,89.81,53
508,3,67.68,82
90,4,73.89,48
1867,7,5.88,29
592,6,36.79,34
1031,5,5.52,51
1653,2,13.78,55
1415,4,84.18,57
221,3,74.36,71
87,6,10.42,60
973,2,87.87,20
1823,6,59.03,59
1279,5,23.91,42
313,7,78.1,15
1983,4,77.06,53
1976,7,53.55,90
1583,5,69.22,84
1956,1,51.91,46
908,4,72.68,61
876,5,15.48,51
978,1,95.81,50
1599,6,43.29,57
967,4,83.81,80
772,5,91.33,54
166,2,15.09,89
1875,5,36.99,71
1665,3,81.12,84
1339,1,14.03,52
1480,5,79.44,61
712,7,19.88,52
232,4,15.74,25
972,4,26.76,20
1533,2,99.89,83
1261,4,56.67,77
271,6,81.28,35
1217,5,39.02,36
1349,7,64.48,46
239,4,44.92,80
1981,2,23.0,36
1151,1,89.59,67
1741,5,39.6,16
861,4,29.69,76
1320,3,84.38,66
1545,5,55.83,60
656,1,90.88,78
847,7,97.52,85
886,1,29.05,60
1970,6,56.28,15
1047,1,70.14,19
1879,3,34.99,80
464,7,94.37,82
1798,4,57.18,75
1179,2,55.87,24
250,4,21.21,89
352,7,92.38,48
475,6,88.28,50
1026,5,40.08,64
1922,5,5.35,35
1328,7,84.53,18
332,1,91.46,25
903,6,50.97,58
1094,4,40.3,58
81,5,51.26,34
1699,5,98.9,16
1050,2,43.79,90
724,4,60.28,21
1945,1,42.47,77
70,3,97.57,86
565,2,78.73,61
1678,2,77.44,39
1827,1,54.3,34
303,2,36.1,79
1683,3,45.02,61
1341,7,30.7,20
1602,5,72.11,46
699,5,25.48,74
1658,6,13.8,90
1561,6,47.6,73
1385,4,73.8,37
35,4,19.46,73
34,5,64.49,40
1012,7,36.11,27
777,1,64.02,63
289,5,12.83,68
854,5,79.32,18
1053,4,98.57,16
502,4,81.91,19
919,7,86.13,44
1456,5,18.26,82
1167,6,30.48,43
322,1,48.25,41
154,5,0.29,46
1128,6,4.15,22
866,3,41.07,37
266,2,18.44,52
1115,6,65.18,82
1961,5,11.7,36
233,5,74.6,65
492,4,83.79,88
96,2,1.0,31
279,1,59.9,67
1568,5,40.87,38
857,7,16.81,25
450,1,80.03,65
513,5,9.26,46
1850,3,53.27,52
614,7,97.71,15
404,5,9.87,58
714,6,27.19,67
1100,2,0.16,17
1933,7,57.14,79
458,5,69.52,37
1587,5,66.64,87
416,2,73.47,50
682,6,33.82,28
1765,2,16.65,74
1225,4,14.74,15
101,5,19.28,50
1996,1,15.18,41
971,6,99.08,89
1379,6,44.78,15
1422,5,84.41,49
1134,1,39.78,35
